ProductGroupCode	Description	ProductGroupLevel
1099261001810	VHF Radios & Communications Accessories	3
1099262001811	PDA Accessory Kits	3
1099262001812	PDA Carrying Cases	3
1099262001813	PDA Expansion Cards	3
1099262001814	PDA Power Options	3
1099262001815	PDA Screen Protectors	3
1099262001816	PDA Stylus	3
1099262001817	PDA Sync Devices & Cables	3
1099262001818	GPS Accessories	3
1099263001819	Converter Boxes	3
1099263001820	Display Accessories	3
1099263001821	LCD Display Carrying Cases	3
1099263001822	Monitor Anti-Glare Filters	3
1099263001823	Monitor Overlays	3
1099263001824	Monitor/Lifts/Arms/Stands/Mounts/Bezels	3
1099263001825	Remote Controls	3
1099263001826	TV Accessories	3
1099264001827	Data Transfer Kits	3
1099264001828	Drive Controller Components	3
1099264001829	Drive Enclosure Components	3
1099264001830	Drive Interface Converters	3
1099264001831	Drive Mounting Hardware	3
1099264001832	Jewel Cases; Labeling & Inserts	3
1099264001833	Media Storage Products	3
1099264001834	Optical Device Components	3
1099264001835	Portable Drive Carrying Cases	3
1099264001836	Space Management Organizers	3
1099264001837	Storage Power Options	3
1099264001838	Tape Array Components	3
1099264001839	Tape Library Components	3
1099264001840	Transit Shipping Cases	3
1099265001841	Plotter Spindles & Roll Feeders	3
1099265001842	Print Servers & Interface Cards	3
1099265001843	Printer Carrying Cases & Covers	3
1099265001844	Printer Duplex Units	3
1099265001845	Printer Hard Drives	3
1099265001846	Printer Management Software	3
1099265001847	Printer Memory	3
1099265001848	Printer Multifunction/Fax Options	3
1099265001849	Printer Power Options	3
1099265001850	Printer Sharing/Extender Devices	3
1099265001851	Printer Trays/Drawers/Env Feeders	3
1099265001852	Printer Upgrades	3
1099265001853	Printer User Manuals	3
1099265001854	Printer/Plotter Emulation/Font Upgr	3
1099265001855	Printer/Plotter Furniture	3
1099265001856	Printer/Plotter Output Options	3
1099265001857	Push/Pull Tractors	3
1099266001858	Projector Screen Accessories	3
1099266001859	Document Cameras	3
1099266001860	Projector Cables	3
1099266001861	Projector Cases & Carts	3
1099266001862	Projector Lens	3
1099266001863	Projector Mounting	3
1099266001864	Projector Network Adapters & Software	3
1099266001865	Remote Controls/Pointers	3
1099266001866	Replacement Lamps & Filters	3
1099267001867	Camera Accessory Kits	3
1099267001868	Camera Cables	3
1099267001869	Camera Cases	3
1099267001870	Camera Docks/ Cradles	3
1099267001871	Camera Flash/Lights	3
1099267001872	Camera Lens/Adapters/Filters/Hoods	3
1099267001873	Camera Power Options	3
1099267001874	Camera Remote Controls	3
1099267001875	Camera Tripods & Monopods	3
1099268001876	Document/Network Scan Servers	3
1099268001877	Scanner ADF Auto Document Feeders	3
1099268001878	Scanner Carrying Cases	3
1099268001879	Scanner Consumables; AC Adapters & Kits	3
1099268001880	Scanner Film Holders/Feeders	3
1099268001881	Scanner Imprinters & Endorsers	3
1099268001882	Scanner Interface Cards	3
1099268001883	Scanner Slide Adapters	3
1099269001884	Headset Accessories & Cables	3
1099269001885	Other Phone Accessories & Cables	3
1099269001886	Phone Amplifiers/Antennas	3
1099269001887	Phone Cases	3
1099269001888	Phone Connection Kits	3
1099269001889	Phone Faceplates	3
1099269001890	Phone Hands Free Sets	3
1099269001891	Phone Handsets	3
1099269001892	Phone Headsets	3
1099269001893	Phone Noise Suppressors	3
1099269001894	Phone Power Accessories	3
1099269001895	Phone Reference Materials	3
1099269001896	Phone Stands/Mounting	3
1099270001897	Game Console Accessories	3
1099270001898	Game Organizers & Cases	3
1099270001899	Other Video Game Accessories	3
1099270001900	Video Game Cables & Adapters	3
1099270001901	Video Game Controllers	3
1099270001902	Video Game Expansion Products	3
1099270001903	Video Game Memory Cards & Units	3
1099270001904	Video Game Surge Protectors	3
1099271001905	AV Adapters	3
1099271001906	Audio Cassette Copiers	3
1099271001907	Digital A/V Device Accessories	3
1099271001908	PC Headset/Microphone Combo	3
1099271001909	PC Headsets/Headphones	3
1099271001910	PC Microphones	3
1099271001911	Speakers; Subwoofers & Accessories	3
1099271001912	Attachable Display Speakers	3
1099271001913	A/V Remote Controls	3
1099271001914	A/V Care & Cleaning Supplies	3
1099271001915	Home Stereo/Theater Accessories	3
1099271001916	Home Theater Furniture	3
1099271002096	iPod/MP3 Player Docks	3
1099272001917	Light Swithes	3
1099272001918	Home Automation Modules	3
1099272001919	Home Automation Accessories	3
1099272001920	Home Automation System Controllers	3
1099272001921	Home Automation Sensors	3
